current_ratio,quick_ratio,cash_ratio,debt_equity,solvabilite,roa,roe,ebitda_margin,net_margin,marge_brute_pct,rotation_actifs,bfr_ca,couverture_interets,annees_activite,altman_z,retained_earnings_ta,pct_missing,secteur,taille,pays,Bankrupt?
1.537309230309705,1.2784240063945589,0.3709714226069507,0.4222575642810331,35.23160623370137,2.881560044502237,16.711789486417015,21.20826630305106,0.7957494792855888,48.43104702514402,1.4515106984266086,19.798686241170092,12.496348216036804,33.02366582817842,4.834928901087921,1.8215176592250177,0.11439363181064602,Industrie,Micro,France,0
0.7150743232476553,0.40292363466596093,0.0781099599716332,2.6722071305766195,-11.763307956064729,-15.373596040226676,-69.16026789640344,-14.565183419274529,-21.823233810692336,9.606806117256236,0.41795599635359726,-12.569346840255797,5.266371957543352,19.702923246612688,-7.340298611884265,-5.071495554876652,0.13548482772420242,Santé,Grand Groupe,Suisse,1
0.9211825137662921,0.666301928138824,0.21980893846105984,0.8977788690498889,47.577792323483436,2.142369623516506,17.71846454802951,11.843458015000564,7.821025296848616,2.225547969957752,0.6823502030477737,10.95036312888285,6.007801314908464,11.814516548174275,5.849104904321808,3.3190586702936167,0.1067411224454801,Finance,PME,Luxembourg,0
0.9831393004131338,0.7383638506202874,0.25067798709642863,0.45527542382698793,24.87352879912153,6.167250340549512,11.523759459184566,9.593821998734976,8.631063365787309,27.644504866236325,0.7926425002869802,24.513125361891028,3.4160719059142997,22.18306288493226,6.952075340297721,3.809965661136668,0.1405093342101832,Transport,Grand Groupe,Belgique,0
2.0228607147484015,1.4775157367198908,0.4867557557120544,0.8623334694572032,25.636582516237162,1.2046956879807906,13.492171730853142,3.9270916865292005,1.3672926934409775,52.21543824256642,1.4985180655759638,-10.150044142405651,2.4824418121255505,40.14767241086875,2.194112540590347,0.42804583057922074,0.07452549568748361,Retail,Grand Groupe,Suisse,0
1.7968919712144977,1.3484204179116253,0.42844150423724936,0.5169495609610074,53.77663515034995,0.35818258792764457,19.375543713215773,23.7665370547137,-1.3763633718893766,35.19983976905576,1.3431892626584,26.73058520872241,1.364405745194878,34.513059595870494,4.1549458303238325,1.3250060081885913,0.1371451988876149,Autre,ETI,Suisse,0
0.6894307581506511,0.5745687692983329,0.027551237234415,3.1956805418632377,12.987736942045892,-5.277287757612891,-4.475748402979408,-5.641682025658772,-14.512536546934273,14.550177497984468,0.4571273741898672,-11.429615955362669,1.708262036731691,2.54349473868438,-1.8483380291595528,-1.4418174558329326,0.0,Immobilier,PME,France,1
1.2512840041593738,0.793545278545348,0.35970006272923716,0.19580547992692007,40.01278929874634,7.862600317430776,17.252250252623647,-4.724130596155771,15.799572808280574,31.34681834375734,1.1376162077392407,15.675373297583233,7.542606268135031,42.52886215326979,3.1599302693876723,0.24903259016295665,0.07331874191794023,Santé,Grand Groupe,Luxembourg,0
0.6142463407243239,0.4563406302002154,0.059783860557811,4.508552865169468,12.80507531725535,-4.5383158006056,-22.42621875816121,0.6067073658302284,-7.113335357542803,0.9512794778837604,0.3173179176601889,-7.898724997091169,1.3056087717595768,4.725392691479772,-2.4869224343136302,-1.8405230539354456,0.0,Santé,ETI,France,1
1.4246131440060412,0.9819673238089012,0.2776719987186746,0.6015699238989184,42.05212828896944,8.661463706507886,6.508698086959702,12.871992266906503,10.96792394299586,38.88606714157876,1.6043892922295455,17.42866928569018,8.096171974692318,27.147830965782237,3.0393521151031555,0.3718333181672848,0.13850824542203247,Santé,PME,Luxembourg,0
0.7291415835194812,0.34356367140064903,0.05243267826548214,5.698987829699279,-18.625637581919843,-15.112045899020323,-25.225838471600376,-15.526887054606007,-7.247663464220558,13.195732772776328,0.42835816209279753,-77.72684568586463,3.4211070579594125,13.537563292800284,-4.105502912565489,-2.216029579828743,0.006768916880830816,Industrie,Grand Groupe,France,1
0.9759330149251704,0.4913691592771523,0.0719149604510099,2.4912944152382788,8.92667508152749,-1.2248649490716144,-1.9172051658839209,-1.302680810250751,-6.352346586704449,2.688690049538897,0.5695932598981834,-10.16085314997707,2.0,6.050798329435295,-1.484211397373442,-1.366394828922974,0.0,Finance,PME,Luxembourg,1
1.5775936643337278,1.339433701380808,0.5150803551450118,0.40743073011596764,59.75246067477772,4.579032409788008,12.721910753063964,22.36535845359286,0.09401034016991705,22.398736738745345,0.9653070856111083,16.600320966547788,24.402358335056704,25.200970126156847,2.83480222356218,0.45660200427543907,0.12000510404724692,Agro,PME,France,0
0.21545295614901616,0.09973672550649187,0.0057292756965430965,19.02892829550646,7.190388953660122,-28.403170010879442,-41.2605343336501,-28.475000919929837,-11.416495708418598,21.289291500089067,0.20025485651038066,-53.22332105503021,5.034160565808887,16.208007332391293,-3.0440706963147752,-1.1932916336045065,0.031675241170511154,Finance,Micro,France,1
0.4409099669736464,0.55,0.0452462864702406,5.801097776827696,0.7922839124107101,-21.84515809737037,-72.12670058530796,-17.762751311454625,-40.51322917584562,-1.650278105535551,0.05,-20.37584229029754,1.170605193987369,2.643345583665165,-4.722369057744606,-2.719848701426073,0.0,Santé,PME,France,1
1.0732507651519487,0.7311869705649512,0.3650051738604647,1.1421603660672865,58.068160420219286,7.205214241641585,17.335970402384667,28.337447713492914,-2.0497885675693697,40.551949278674016,1.9742648604187272,6.8937233493183605,3.905256388259884,25.609813176366213,3.4392876486414474,0.5996301548770502,0.017634832686326873,Agro,Grand Groupe,Luxembourg,0
0.38531661902639947,0.22859545836247952,0.028256809964026346,5.940340010347941,-3.4096903234300875,-10.488358305201116,2.505764496353976,-15.797899901722566,-33.861462412946125,6.491319204779218,0.44753212316808644,-14.287053881056785,7.055431095912346,3.520900507985133,-6.93950599935564,-4.906769751342434,0.1419710168811565,Media,Grand Groupe,Luxembourg,1
0.41106339451513696,0.2171619413536984,0.01861081018858393,5.64248121907729,28.055871947123464,-14.694297134644803,-78.3720393224286,-13.582781339366333,-45.469715096363174,-7.550935253540793,0.21402157517073714,-16.82774317316892,1.1294511428533556,17.397367411281614,-6.801460091510522,-4.541764636212967,0.11093423273005545,Immobilier,Grand Groupe,Luxembourg,1
1.9856015245777991,1.48848261622813,0.39921019795312795,0.8389147513224174,41.62655542181223,6.22571770877227,14.428495257556856,7.8596069810212565,3.9599417944607302,38.9734681693421,0.927981588261165,3.3058112547834497,5.9677571566125875,23.559209707747623,4.767575970322738,2.354827703139036,0.041666065628628644,Transport,PME,France,0
1.3274629784669678,0.8240556185881958,0.18677520012735851,1.0595571874335028,52.910075220371304,9.162996036704936,11.157982261158441,17.836072156295955,9.608776252923331,34.16245532872215,0.9531823348173388,8.237163206285057,6.456757404138785,28.90221158597837,3.2987044059406894,1.1747722054728686,0.1339594828424295,Immobilier,PME,Suisse,0
1.1628511218539592,0.8357969511254758,0.38190979537687625,0.5944206390607519,41.230566963388675,5.335760805661199,16.654067718730328,10.775569344207586,8.11200505777078,58.83053062045121,1.035024912705827,-2.3197869924629373,4.590137857231738,26.925999704171232,4.149702114162796,1.8216134848407217,0.0358310670904305,Agro,PME,Luxembourg,0
2.138443327632219,1.6331896479860104,0.657000728094148,0.3578497035353287,48.9328359094479,-0.02445479786304805,20.489981554342656,12.4426219630818,0.3463736617865276,32.749525554550985,1.3792636636775746,6.51100898996777,3.1142776998850255,16.957260850281997,5.411231914797364,2.238710938539124,0.08935483674169593,Autre,PME,Belgique,0
1.319195205651997,0.8484830119410461,0.3320401626348729,0.5613735129664168,37.45203906190108,4.2974266231875085,12.225773913634024,11.243675209861703,8.432279647509255,28.568176205072547,2.0598364341278206,12.193314815052505,8.684035856694035,24.683274449987692,5.0340269706367735,1.6326897322714233,0.020004369921461217,Agro,Grand Groupe,Luxembourg,0
0.4101700231377886,0.1022394194374548,0.0141591323021959,14.18564974878963,6.866982403198291,-26.61623534431878,-89.93914944699645,-37.48303597116863,-38.80353503024938,10.0,0.3600237141071645,-23.48934317910173,1.1348137732700205,4.140688349559806,-2.3138044606825043,-1.083231976677131,0.0,Tech,Micro,France,1
1.4888372996071109,1.245245910055984,0.3142933678159747,0.615325742007863,43.7091657548107,6.745250067218806,9.337593527905506,20.043105249251287,0.3637178243393979,54.30702324128973,0.6585171386112897,28.31201199924158,16.043435302711185,32.34286050115921,5.894555040065632,3.0339252602964972,0.054461117838174956,Retail,Micro,Luxembourg,0
0.6742322273843991,0.31204575612250945,0.030862845250492016,1.4350977941783383,-3.040863759419434,-12.183500906396795,-88.19968080278429,-26.455702268866585,-42.990737314531316,16.4524334998967,0.09211373899673386,-67.10574002997974,6.151569059554395,10.042198349459552,-9.219661267472617,-5.788893282998929,0.05016357261557388,Tech,ETI,France,1
1.3785656304512037,0.9895511487615105,0.4836735919149055,0.33260986153199645,56.914144573857754,11.552726508314766,7.004509026740356,16.712480610311047,8.261744798617391,43.31149270793398,0.8546322477806577,14.125535872387884,8.101088901705678,43.85943315834003,2.2906663538035765,-0.10099659285539753,0.05881710185505252,Tech,ETI,Luxembourg,0
1.4407563332297173,0.8812957314166944,0.3677668406258418,0.6428432242305683,32.678469040905824,2.5449045679177393,12.374733406944689,19.27114857740088,3.2209271803403063,50.47133369873058,1.0368243515771278,13.288888389386468,2.913068680707374,10.059035892288463,3.7301121034895175,1.5320239945566698,0.11726690215064067,Energie,Micro,Belgique,0
1.6475996645542927,1.1559820934530514,0.3634296530748024,0.11495503529295295,24.488355610344588,9.880670510752074,11.331841550519831,14.737121958318971,4.857076673772241,34.571479982857014,0.6468715061280389,29.834707784105028,17.5303893849593,30.911103316697073,4.097433123795173,1.0630927904347516,0.06256596132727048,Media,Grand Groupe,Suisse,0
1.9567576491434555,0.8,0.2773974314566872,0.6987781488635695,44.5874034734994,8.374363688595869,5.0,17.671635272767517,6.7750466139084,29.61499383616048,0.8272539666691202,16.498236348374252,30.000000000000032,10.993481402829651,4.818988487663995,2.23896834336676,0.0,Tech,ETI,France,0
1.0390196943840166,0.8670153102151241,0.37434268691281647,0.6964780047283583,45.78505410931895,9.688315526264201,8.750773107098524,4.064302996813733,-0.4631865088679783,16.53330551745815,1.4658475500633366,6.505476385778774,1.4232964891259658,5.325147656573748,3.713170350924332,1.039367727156418,0.09440715327931311,Autre,PME,Luxembourg,0
0.5384937336949586,0.24643663198620325,0.04925541316425236,7.762433947537174,3.5855869928429254,-12.187357355458227,-46.421656700633235,-22.458252983752644,-46.48179271518876,-0.7871652493113821,0.4448471885835159,-36.187676192953916,1.8766221781448271,18.08290836128498,-4.809205904429293,-3.1574211983981253,0.004764643018406023,Energie,Micro,France,1
